description,calories,protein,carbs,fat
"Chicken breast, rotisserie, skin not eaten with Tuna salad sandwich on wheat and Taco or tostada salad with chicken with Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",565.6,55.7,33.7,23.4
"Chicken, fried, with potatoes, vegetable, frozen meal with Chicken fillet sandwich, NFS and Kidney beans with meat with Peanuts, boiled",612.5,32.9,52.8,30.5
"Fish, tuna salad with Kidney beans and brown rice with Grilled cheese sandwich, cheddar cheese, on white bread",592.0,34.5,54.9,26.1
"Soup, miso or tofu with Club sandwich on wheat and Macaroni or pasta salad with cheese with Cheeseburger, NFS",530.6,26.4,46.9,26.1
"Quesadilla, chicken with Rice, fried, meatless with Cheeseburger (McDonalds)",686.0,28.0,86.2,25.1
"Shrimp cocktail with Flavored pasta and Kidney beans and white rice with Cheese, processed cheese food",422.2,26.4,47.9,13.6
"Quesadilla, egg with Egg salad sandwich on white and Spinach souffle with Burrito, chicken, cheese",675.8,29.7,51.8,38.4
"Turkey sandwich on white with Chicken, meatless, breaded, fried",409.3,31.5,36.7,15.0
"Shrimp with lobster sauce with Bread, pita, white, unenriched and Kidney beans and white rice with Cheeseburger, NFS",549.6,33.5,65.4,16.0
"Chicken breast, rotisserie, skin eaten with Quinoa, fat added with Grilled cheese sandwich, American cheese, on wheat bread",536.2,38.3,42.6,23.7
"Fish, tuna, cooked with Burrito bowl, beef or pork, with beans and rice and Soup, tomato with Egg, whole, cooked, hard-boiled",462.9,52.7,18.1,18.7
"Soup, lentil with Ham sandwich wrap and Fish, tuna salad with Burrito, cheese only",626.6,42.5,53.5,26.7
"Ham, ground with Turkey or chicken burger, on white bun",447.1,44.2,26.9,17.3
"Turkey sandwich on white with Macaroni or pasta salad with chicken and Soup, bean, with meat",583.1,29.7,68.4,20.8
"Chicken breast, sauteed, skin eaten with Tuna salad sandwich on white",494.9,45.2,17.5,26.0
"Enchilada, chicken with Turkey and ham sandwich on white and Chicken or turkey salad with egg",597.4,37.3,37.3,33.4
"Fajita, shrimp with BURGER KING, Cheeseburger and Burrito bowl, chicken, with beans",672.9,38.7,55.1,32.9
"Chicken, fried, with potatoes, vegetable, frozen meal with Black beans and brown rice",480.2,23.5,55.3,18.6
"Turkey, retail parts, breast, meat and skin, raw with Soup, chicken noodle and Chicken salad sandwich wrap",618.9,49.6,31.2,32.7
Macaroni or pasta salad with chicken with Ham sandwich wrap and Black beans and brown rice,639.5,27.9,70.7,27.1
"Chicken salad sandwich on white with Grilled cheese sandwich, cheddar cheese, on wheat bread with Burrito, beef, cheese",598.2,27.1,44.4,34.7
"Chicken breast, grilled with sauce, skin eaten with Kidney beans and white rice and Kidney beans and brown rice with BURGER KING, Cheeseburger",694.1,43.4,71.2,25.6
"Chicken fillet, grilled with Cheeseburger (Burger King) with Grilled cheese sandwich, cheddar cheese, on wheat bread",670.6,52.1,42.2,32.1
"Chicken salad sandwich on wheat with Tuna salad sandwich on wheat and Burrito bowl, with beans with Nachos, cheese only",734.0,37.3,64.4,36.9
"Sushi roll tuna with Rice, fried, with chicken with Burrito, cheese only",397.5,20.1,57.6,9.0
"Turkey, retail parts, breast, meat and skin, raw with Turkey or chicken burger, on wheat bun and Soup, tomato, canned",456.9,48.5,27.3,17.3
"Ham, canned with Veggie burger, on bun and Egg salad sandwich on white",696.0,45.0,56.5,31.1
"Macaroni or pasta salad with egg with Tuna salad sandwich wrap and Greek Salad, no dressing with Cheeseburger slider",563.1,22.4,48.6,30.9
"Egg, whole, boiled or poached with Falafel sandwich with Tuna salad sandwich on wheat, with cheese",417.2,20.0,27.6,25.3
"Chicken fillet sandwich, fried, on wheat bun with Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties) with Burrito, cheese only",576.0,26.9,73.6,19.4
"Chicken breast, rotisserie, skin eaten with Soup, chicken noodle with Grilled cheese sandwich, cheddar cheese, on wheat bread",456.3,49.0,17.0,21.3
"Chickpeas, from canned, reduced sodium with McDONALD'S, Cheeseburger with Cheeseburger slider",635.1,30.4,64.2,29.9
"Chicken tenders or strips, breaded, from restaurant with Meatball sandwich or sub and Kidney beans, NFS",716.1,41.2,62.9,33.5
"Chicken tenders or strips, NFS with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing and Burrito bowl, chicken, with beans and rice",624.7,45.7,40.0,31.2
"Chicken tenders or strips, NFS with Rice, fried, with beef with Grilled cheese sandwich, American cheese, on wheat bread",652.9,36.0,67.8,26.5
"Black bean salad with Club sandwich on wheat, with cheese and Pea salad with Egg, whole, cooked, hard-boiled",520.7,22.4,40.2,30.2
"Soup, chicken noodle, canned with Chicken fillet sandwich, fried, on wheat bun and Burrito bowl, beef or pork, with beans and rice with Tuna salad with cheese",498.6,29.9,37.4,25.3
"Pastrami, turkey with Meatloaf sandwich and Fish, tuna salad with Peanuts, boiled",563.6,45.7,37.4,25.3
"Fajita, shrimp with Sushi roll, salmon and Tuna salad sandwich on white, with cheese",722.9,36.1,66.9,34.0
Taco or tostada salad with chicken and sour cream with Cheeseburger slider,600.6,32.0,42.9,32.9
"Ramen bowl with chicken with Quinoa, fat added and Taco or tostada salad with chicken",694.9,30.0,81.3,27.9
"Egg, whole, boiled or poached with Turkey or chicken burger, on wheat bun with Grilled cheese sandwich, American cheese, on white bread",478.0,38.4,26.8,24.2
"Ramen bowl with chicken with Meatloaf sandwich and Kale, raw",431.3,24.7,55.0,13.2
"Tuna salad sandwich wrap with Cheeseburger, NFS and Spinach, raw",642.4,35.0,43.4,36.0
Ham croquette with Vegetable sandwich wrap and Tuna salad sandwich on wheat with Cheeseburger slider,621.9,32.6,40.4,36.2
"Egg, whole, cooked, hard-boiled with Fish wrap sandwich and Soup, bean, canned",398.1,26.5,24.1,21.2
"Turkey or chicken burger, on white bun with Bread, pita, white, enriched",516.2,32.4,71.2,10.6
"Ham sandwich or sub, restaurant with Bread, pita, white, enriched and Soup, bean, canned",459.3,22.0,81.0,4.8
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing with Pizza rolls with Cheeseburger, NFS",689.7,32.8,83.7,25.2
"Chicken, meatless, breaded, fried with Grilled cheese sandwich, American cheese, on wheat bread and Taco or tostada salad with chicken and sour cream with Greek Salad, no dressing",675.7,39.5,43.6,38.4
"Fish, salmon, canned with Grilled cheese sandwich, NFS",473.6,43.2,23.4,23.1
"Turkey, light meat, roasted, skin eaten with Turkey and ham sandwich on white",389.4,49.8,20.9,10.9
"Macaroni or pasta salad with chicken with Tuna salad sandwich on wheat, with cheese with Cobb salad, no dressing",459.7,20.5,39.2,24.4
"Ham, ground with Rice, fried, meatless with Spinach salad, no dressing",416.8,25.9,46.8,13.4
"Shrimp scampi with Hamburger (McDonalds) with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",523.7,31.9,39.5,26.0
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Kidney beans and white rice with Egg, whole, boiled or poached",396.2,25.6,38.7,15.5
"Salmon salad with Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties) and Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",595.8,31.4,43.0,33.0
"Egg, whole, boiled or poached with Grilled cheese sandwich, cheddar cheese, on wheat bread with Cheeseburger slider",517.7,28.8,25.7,33.2
"Chickpeas, from canned, fat added with Turkey sandwich on wheat and Bacon, lettuce, tomato sandwich on white",570.9,28.7,70.2,19.8
"Turkey with gravy with Club sandwich on wheat, with cheese and Soup, bean, canned, reduced sodium with Egg, whole, cooked, hard-boiled",354.1,36.3,22.8,12.4
"Salami, cooked, turkey with Club sandwich on white and Cobb salad, no dressing with Cheese, processed cheese food",597.7,56.9,23.6,29.9
"Soup, lentil, canned with Quinoa, cooked and Crab salad made with imitation crab",433.2,13.5,49.0,20.6
"Hamburger (Burger King) with Kidney beans and brown rice with Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",460.3,22.0,56.9,16.2
"Lentil curry with Cheeseburger (McDonalds) and Soup, bean, canned",427.5,19.3,46.7,19.0
"Chili with chicken with Salami sandwich on white with Macaroni or noodles with cheese, Easy Mac type",454.3,30.4,34.0,21.4
"Turkey or chicken burger, on wheat bun with Grilled cheese sandwich, cheddar cheese, on wheat bread with Grilled cheese sandwich, NFS",721.2,45.1,55.4,35.6
"Turkey with gravy with Bread, pita, white, unenriched and CAMPBELL'S, Tomato Soup, condensed with Nachos, cheese only",549.3,39.2,68.7,11.9
"Tuna salad with cheese with Sushi roll tuna with Grilled cheese sandwich, NFS",507.1,26.9,30.6,30.5
"Macaroni or pasta salad with shrimp with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing and Soup, bean",360.3,15.6,37.0,16.6
"Veggie burger, on bun, with cheese with Steak sandwich or sub on wheat and Lobster salad",702.1,43.6,47.1,36.8
"Chicken tenders or strips, breaded, from restaurant with Chicken fillet wrap sandwich, fried, from fast food",551.1,30.8,38.3,30.6
"Fish, tuna, canned with Fish wrap sandwich and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",475.5,47.3,31.1,18.4
"Chicken wing, grilled without sauce with Ham sandwich wrap and Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",480.4,41.6,17.9,25.9
"Hamburger, NFS with Sandwich wrap, NFS and Spinach, raw",441.3,26.6,37.8,19.6
"Bologna, turkey with Hamburger (Burger King) with Caesar salad, with romaine, no dressing",592.7,32.0,40.4,33.1
"Soup, chicken noodle, canned, condensed with Macaroni or pasta salad with cheese and Lobster salad",649.9,25.0,42.6,41.6
"Taco or tostada salad with chicken with Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread with Cobb salad, no dressing",433.4,22.8,47.1,17.4
"Hamburger (McDonalds) with Macaroni or noodles with cheese, Easy Mac type",402.2,17.1,55.9,12.2
"Turkey and ham sandwich on white with Grilled cheese sandwich, cheddar cheese, on wheat bread and Chicken salad sandwich on wheat",701.8,39.1,59.6,34.0
"Chicken salad spread with Rice, fried, meatless and Spinach salad, no dressing",682.5,34.1,61.6,32.6
"Chicken fillet sandwich, fried, on wheat bun with Cheeseburger, NFS and Soup, bean, canned, reduced sodium",720.1,39.1,63.9,33.9
"Tuna salad with egg with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing and Spinach salad, no dressing",457.2,28.6,11.9,32.6
"Roast beef sandwich on wheat with Club sandwich on white, with cheese and Caesar salad, with romaine, no dressing",452.2,30.1,47.1,15.4
"Macaroni or pasta salad with chicken with Rice, fried, with pork with Burrito, chicken, cheese",635.7,26.6,81.2,22.0
"Shrimp, grilled with Turkey or chicken burger, on wheat bun and Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Tuna salad sandwich on white, with cheese",577.9,51.4,35.0,25.4
"Chickpeas, from canned, reduced sodium with Fish wrap sandwich and Lobster salad",673.3,34.7,42.5,40.6
"Salmon salad with McDONALD'S, Cheeseburger with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",577.9,30.2,37.9,34.4
"BURGER KING, Hamburger with Bread, pita with Cheeseburger (Burger King)",512.3,24.3,71.1,14.2
"Egg burrito with Chicken, meatless, breaded, fried",470.5,31.6,27.6,25.8
"Fish, tuna, cooked with Macaroni or pasta salad with chicken and Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing with Grilled cheese sandwich, American cheese, on white bread",728.6,67.1,41.8,31.2
"Salmon salad with Tuna salad sandwich on wheat, with cheese and Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",684.0,37.2,26.5,47.3
"Turkey ham, prepackaged or deli, luncheon meat with Hamburger (Burger King) and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",490.3,41.6,36.2,19.5
"Soup, chicken noodle with Hamburger (Burger King) and Chicken salad sandwich wrap",672.8,35.5,57.9,32.7
"Shrimp cocktail with Hamburger slider with McDONALD'S, Cheeseburger",550.5,41.5,42.7,22.8
"Chicken tenders or strips, NFS with Quinoa, fat added",535.7,28.0,51.8,24.2
"Hamburger (Burger King) with Chicken fillet sandwich, fried, on wheat bun and Burrito bowl, beef or pork, with beans and rice",632.6,36.1,57.9,27.9
"Macaroni or pasta salad with chicken with Macaroni or pasta salad with shrimp with Egg, whole, boiled or poached",617.3,23.4,59.2,31.4
"Soup, lentil, with meat with Fish wrap sandwich and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",539.2,38.6,46.6,22.7
"Chicken breast, grilled with sauce, skin eaten with Soup, chicken noodle, canned and Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Club sandwich on white, with cheese",665.6,52.5,37.6,33.0
"Taco or tostada salad with chicken and sour cream with Turkey sandwich wrap and Greek Salad, no dressing",422.0,20.9,39.2,20.2
"Chicken fillet sandwich, NFS with Turkey and ham sandwich on white with Burrito, beef, cheese",560.3,28.9,58.7,22.9
"Macaroni or pasta salad with shrimp with Rice, fried, NFS and Bacon, lettuce, tomato sandwich on white",701.9,22.4,100.5,23.1
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties) with BURGER KING, Cheeseburger",454.2,28.8,51.9,14.8
"Rice, fried, with chicken with Sandwich wrap, NFS and Soup, cream of tomato with Egg, whole, cooked, hard-boiled",425.6,19.3,50.0,16.4
"Chicken fillet, grilled with Rice, fried, with pork with Spinach salad, no dressing",523.2,43.4,51.2,15.6
"Turkey, prepackaged or deli, luncheon meat with Rice, fried, NFS and Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",458.9,35.2,51.8,11.8
"Egg salad sandwich on wheat with Tuna salad sandwich on wheat, with cheese",422.0,19.0,27.1,26.2
"Egg, whole, boiled or poached with Rice, fried, with pork with Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",451.8,27.5,45.5,17.3
"Burrito bowl, chicken, with beans and rice with Turkey or chicken burger, on white bun and Macaroni or pasta salad with cheese with Club sandwich on wheat, with cheese",723.6,46.9,60.6,32.0
"Macaroni or pasta salad with shrimp with Tuna salad sandwich on wheat, with cheese and Tuna salad sandwich wrap",602.6,25.2,48.3,34.0
"Turkey, retail parts, breast, meat and skin, raw with Club sandwich on wheat, with cheese",417.2,42.4,18.4,19.1
"Veggie burger, on bun, with cheese with Cuban sandwich and Cobb salad, no dressing with Macaroni or noodles with cheese, Easy Mac type",668.0,51.3,54.2,27.1
"Black beans with meat with Ham sandwich or sub, restaurant and Spinach souffle",420.4,26.5,44.6,15.5
"Burrito bowl, chicken, with beans and rice with Chicken fillet wrap sandwich, grilled, from fast food and Taco or tostada salad with chicken with Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",623.9,45.5,50.1,26.4
"Burrito, chicken, cheese with Egg salad sandwich on white",515.7,25.6,50.2,23.0
"Turkey, all classes, breast, meat and skin, raw with Cheeseburger (McDonalds) and Burrito bowl, with beans",604.3,52.5,40.0,25.5
"Ramen bowl with chicken with Tuna salad sandwich on white, with cheese and Soup, tomato, canned with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",440.3,21.4,43.6,20.0
Chicken salad sandwich wrap with Turkey sandwich on wheat and Taco or tostada salad with chicken and sour cream,684.7,34.3,57.9,35.1
"Lentils, NFS with Soup, chicken noodle and Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Burrito, chicken, cheese",514.1,37.8,42.2,22.0
"Tuna salad sandwich on white with Grilled cheese sandwich, NFS and CAMPBELL'S, Tomato Soup, condensed",585.8,21.5,56.1,30.7
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing with Hamburger slider and Chicken or turkey salad with egg",746.3,50.5,38.3,43.3
"Ham sandwich or sub, restaurant with Ham sandwich or sub, restaurant and Taco or tostada salad with chicken",565.9,33.4,62.7,20.5
"Ham, canned with Cheeseburger (Burger King)",396.8,31.3,23.2,19.0
"Chicken fillet wrap sandwich, fried, from fast food with Cheeseburger (McDonalds) with Cobb salad, no dressing",746.7,35.8,63.2,39.2
"BURGER KING, Hamburger with Tuna salad sandwich on white, with cheese with Cheeseburger slider",423.4,22.7,35.5,21.1
"Pastrami, turkey with Veggie burger patty, no bun with BURGER KING, Cheeseburger",417.1,39.6,23.2,17.7
"Chili with chicken with Club sandwich on white and Black bean salad with Caesar salad, with romaine, no dressing",545.6,41.6,49.9,20.3
"Tuna salad sandwich on wheat with Chicken fillet sandwich, fried, on wheat bun and Soup, bean with Cheeseburger, NFS",683.0,34.8,65.3,31.5
"Veggie burger patty, no bun with Roll, white, hoagie, submarine and Beans, liquid from stewed kidney beans with Grilled cheese sandwich, American cheese, on wheat bread",613.1,32.3,74.4,20.2
"Ham stroganoff with Grilled cheese sandwich, American cheese, on wheat bread and Macaroni or pasta salad with egg",614.4,21.3,49.9,36.5
"Fish, tuna salad with Club sandwich on wheat and Kidney beans with meat with Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",573.1,43.8,45.5,23.9
"Black beans with meat with Falafel sandwich and Soup, bean, canned, reduced sodium with Cheeseburger (McDonalds)",541.9,22.8,59.6,24.2
"Tuna salad with egg with Rice, fried, with beef and Kidney beans with meat",636.7,32.6,59.1,30.4
"Chicken salad spread with Cheeseburger (McDonalds) and Burrito bowl, with beans",664.3,36.7,51.3,34.9
"Lentils, NFS with Cuban sandwich with Burrito, cheese only",474.7,26.5,43.2,21.8
"Turkey, light meat, roasted, skin eaten with Turkey and ham sandwich on wheat and Beef salad",601.3,62.3,19.2,29.3
Tuna salad sandwich on wheat with Tuna salad sandwich on white with Cheeseburger (Burger King),551.8,26.4,45.0,29.6
"Turkey or chicken burger, on white bun with Soup, chicken noodle, canned and Tuna salad with egg",696.9,46.3,38.2,39.8
"Fish, tuna, NFS with Rice, fried, NFS and Spinach souffle with Club sandwich on white, with cheese",469.4,35.1,50.8,14.0
"Turkey, drumstick, roasted, skin not eaten with Falafel sandwich and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",583.5,56.0,36.7,24.3
"Sushi roll tuna with Bacon, lettuce, tomato sandwich on white and Chicken salad sandwich on wheat",678.4,37.8,66.5,28.5
"Turkey and ham sandwich on wheat with Rice, fried, with beef and Burrito bowl, with beans with Veggie burger, on bun, with cheese",674.4,41.4,90.5,16.5
"Sushi, topped with tuna with Bread, pita and Macaroni or pasta salad with chicken with Club sandwich on wheat, with cheese",706.4,35.3,97.3,18.0
"Egg, whole, cooked, hard-boiled with Macaroni or pasta salad with chicken and Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",611.6,33.6,36.2,36.2
"Egg burrito with Hamburger (Burger King) and Spinach salad, no dressing",626.7,33.8,50.5,31.3
"Burrito bowl, chicken, with beans with Sushi roll tuna and Tuna salad with cheese",503.6,35.5,24.0,29.3
"Turkey, drumstick, roasted, skin not eaten with Turkey sandwich on wheat and Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Tuna salad with cheese",512.8,65.5,21.5,18.3
"Ham sandwich or sub, restaurant with Burrito bowl, chicken, with beans and rice with Club sandwich on wheat, with cheese",446.3,36.8,41.3,14.5
"Tuna salad with egg with Chicken salad sandwich wrap with Burrito, beef, cheese",579.1,29.5,26.9,39.2
"Fish, tuna, raw with Bread, pita, white, unenriched and Burrito bowl, chicken, with beans and rice with Grilled cheese sandwich, cheddar cheese, on white bread",560.3,48.0,57.0,14.3
"Ham, turkey, sliced, extra lean, prepackaged or deli with Italian sandwich or sub, restaurant",408.1,36.8,13.9,22.7
"Quesadilla, egg with Egg salad sandwich on white and Black beans, NFS",581.9,24.8,51.0,30.9
"Quesadilla, egg with Kidney beans and white rice and Beans, liquid from stewed kidney beans",590.9,23.9,67.0,25.1
"Turkey or chicken burger, on wheat bun with Salami sandwich on white and Burrito bowl, beef or pork, with beans and rice",719.2,49.7,55.7,32.5
"Fish, tuna salad with Turkey sandwich on wheat and Kale, raw",459.9,37.0,37.5,18.4
"Veggie burger, on bun with BURGER KING, Chicken Strips",510.7,30.9,49.8,20.6
"Ham, canned with Turkey sandwich on wheat and Chicken or turkey salad with egg",668.7,51.6,21.8,41.1
"Shrimp scampi with Club sandwich or sub, restaurant and Soup, bean",435.9,31.9,24.0,23.0
"Chicken tenders or strips, NFS with Roast beef sandwich on wheat and Spinach salad, no dressing with Veggie burger, on bun, with cheese",733.5,53.9,55.5,32.3
"Ham with Cheeseburger slider and CAMPBELL'S, Tomato Soup, condensed with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",488.5,37.7,34.5,21.5
Tuna salad sandwich on white with Black beans and brown rice,509.4,21.1,59.1,21.3
"Hamburger slider with WENDY'S, Ultimate Chicken Grill Sandwich and Taco or tostada salad with chicken and sour cream with Burrito, beef, cheese",570.1,33.3,49.4,26.2
"Chicken breast, rotisserie, skin eaten with Black beans and brown rice and Nachos, with beans with Burrito, chicken, cheese",724.0,55.1,61.7,29.0
"Ham sandwich or sub, restaurant with Whopper (Burger King)",375.8,22.7,36.9,15.2
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Pasta, vegetable, cooked and Kidney beans and white rice with Cheese, processed cheese food",611.8,34.7,68.8,21.6
"Black beans with meat with Vegetable sandwich wrap and Crab salad with Grilled cheese sandwich, cheddar cheese, on white bread",621.0,29.7,40.6,37.7
"Tuna salad sandwich wrap with Chicken tenders or strips, breaded, from restaurant with Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",462.3,25.3,30.1,26.7
"Rice, fried, with chicken with Sushi roll tuna and Taco or tostada salad with chicken and sour cream",544.1,26.9,73.8,15.3
Shrimp scampi with Ham sandwich wrap and Black bean sauce,607.0,37.7,39.1,32.8
"Chicken salad sandwich on white with Sushi roll tuna with Veggie burger, on bun, with cheese",448.3,26.0,45.1,17.7
"Chicken breast, grilled with sauce, skin eaten with Rice, fried, NFS and Soup, tomato, canned with Veggie burger, on bun, with cheese",720.6,43.6,84.4,22.4
"Soup, lentil, with meat with Sandwich wrap, NFS and Spinach, creamed with Club sandwich on wheat, with cheese",465.8,26.5,43.5,20.4
"Shrimp scampi with Sandwich wrap, NFS and Beef salad",678.8,46.4,24.0,42.8
"Turkey sandwich on wheat with Tuna salad sandwich on wheat, with cheese and Beans, liquid from stewed kidney beans",437.0,25.1,41.9,18.6
"Soup, lentil, canned with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing and Tuna salad with cheese with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",555.0,31.4,18.2,40.0
"Chicken salad sandwich on wheat with Grilled cheese sandwich, cheddar cheese, on wheat bread and Kale, raw",680.1,32.5,48.2,40.5
"Sushi, topped with egg with Quinoa, no added fat and Burrito bowl, chicken, with beans with Grilled cheese sandwich, American cheese, on white bread",540.3,32.1,57.7,19.9
"Black beans with meat with Turkey and ham sandwich on wheat and Greek Salad, no dressing with Egg, whole, boiled or poached",472.9,32.2,47.3,17.6
"Turkey, all classes, breast, meat and skin, raw with Turkey sandwich on wheat and Black beans and brown rice with Cheese, processed cheese food",593.1,49.8,41.9,24.3
"Chicken breast, rotisserie, skin not eaten with Falafel sandwich and Tuna salad with egg",727.8,53.5,30.9,43.6
"WENDY'S, Ultimate Chicken Grill Sandwich with Club sandwich on white, with cheese and Tuna salad sandwich on wheat, with cheese",747.1,48.2,63.5,33.3
"Taco or tostada salad with chicken and sour cream with Sushi roll, California and Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",453.1,27.3,50.7,15.0
"Tuna salad sandwich wrap with Rice, fried, with chicken and Kidney beans, NFS with Tuna salad sandwich on wheat, with cheese",694.1,30.6,76.4,29.8
"Chicken fillet sandwich, fried, on wheat bun with Chicken tenders or strips, breaded, from restaurant and Burrito bowl, with beans",680.6,38.9,64.1,30.2
"Turkey, drumstick, roasted, skin eaten with Bread, pita, white, enriched and Soup, tomato with Spinach salad, no dressing",481.5,44.4,37.9,15.9
"Tuna salad sandwich on wheat, with cheese with Turkey or chicken burger, on white bun with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",549.6,38.1,42.5,25.0
"Ramen bowl with chicken with Macaroni or pasta salad with chicken and Nachos, with beans with Cheeseburger slider",723.8,29.2,74.9,34.0
Macaroni or pasta salad with egg with Cheeseburger (Burger King) and Salmon salad,706.1,31.1,43.9,44.3
"Fish, salmon, fried with Chicken tenders or strips, breaded, from restaurant",556.8,33.4,25.1,35.3
"Tuna salad sandwich on wheat with Quinoa, no added fat and Crab salad made with imitation crab with Greek Salad, no dressing",719.1,25.0,63.0,40.9
"Turkey, retail parts, breast, meat and skin, raw with Macaroni or pasta salad with chicken and Soup, bean, canned, reduced sodium with Greek Salad, no dressing",537.3,42.0,35.5,25.2
"Burrito bowl, chicken, with beans with Meatball sandwich or sub and Macaroni or pasta salad with cheese with Club sandwich on white, with cheese",713.2,38.5,58.3,35.7
"Chickpea flour (besan) with Sushi roll, salmon",458.2,27.7,68.3,7.3
"Turkey, light meat, roasted, skin eaten with Chicken salad sandwich on wheat and Tuna salad sandwich on white, with cheese",675.9,62.2,30.9,32.8
"Turkey and ham sandwich on wheat with Sushi roll, salmon and Macaroni or pasta salad with egg",690.6,31.3,78.5,27.3
"Chickpeas, from canned, fat added with Bread, pita with fruit with Macaroni or pasta salad with cheese",556.4,18.6,83.2,17.3
"Fish, tuna, NFS with Grilled cheese sandwich, American cheese, on white bread and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",471.9,43.5,28.8,20.7
"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing with Sandwich wrap, NFS and Soup, bean, canned with Grilled cheese sandwich, NFS",392.2,24.8,35.8,16.6
"Shrimp teriyaki with Hamburger, NFS and Pea salad",726.1,51.7,42.8,37.1
"Egg salad sandwich on wheat with Rice, fried, with pork and Greek Salad, no dressing with Grilled cheese sandwich, cheddar cheese, on white bread",720.4,31.0,76.5,31.8
